Référence;EAN 13;EAN 14 SPCB;EAN 14 PCB;Désignation;PCB;SPCB;Longueur PCB (cm);Largeur PCB (cm);Hauteur PCB (cm);Poids PCB (kg);Poids UVC;Volume (m3)
10120033;3118220019904;;;TRANCHELARD 20CM FORGE MAESTRO EN BOITE RETAIL;6.0;6.0;39.0;19.0;11.5;2.778;0.463;0.0085215
10120035;3118224375907;;;FETTE FORGE BOIS BTE TB CLASSICS;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
10120036;3118220020351;;;SANTUKO 18 CM FORGE MAESTRO IDEAL EN BERLINGOT;6.0;6.0;42.0;13.0;6.0;1.32;0.22;0.003276
10120037;3118220020368;;;PAIN 20 CM FORGE MAESTRO IDEAL EN BERLINGOT;6.0;6.0;43.5;16.5;11.0;1.08;0.18000000000000002;0.00789525
10120038;3118220020375;;;PAIN 20CM FORGE MAESTRO EN BOITE RETAIL;6.0;6.0;39.0;19.0;11.5;2.1;0.35000000000000003;0.0085215
10120039;3118220020382;;;SANTUKO 18 CM FORGE MAESTRO EN BOITE RETAIL;6.0;6.0;39.0;19.0;11.5;2.22;0.37000000000000005;0.0085215
10120041;3118220020825;;;CUISINE 25CM FORGE MAESTRO EN BERLINGOT;6.0;6.0;43.5;16.5;11.0;1.643;0.2738333333333333;0.00789525
10120042;3118220020917;;;COFFRET CARTON 1OFF + 1STEAK + 1CUIS20 FORGE MAESTRO IDEAL;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
10120043;3118220022911;;;OFFICE 10CM FORGE MAESTRO EN FRX TB;150.0;6.0;40.0;30.0;20.0;13.2;0.088;0.024
10120044;3118220022928;;;STEAK 13CM FORGE MAESTRO EN FRX TB;150.0;6.0;40.0;30.0;20.0;13.5;0.09;0.024
10120045;3118220022935;;;DESOSSER 15CM FORGE MAESTRO EN FRX TB;90.0;6.0;40.0;30.0;20.0;14.13;0.157;0.024
10120046;3118220022942;;;FILET DE SOLE 16CM FORGE MAESTRO EN FRX TB;90.0;6.0;40.0;30.0;20.0;14.13;0.157;0.024
10120047;3118220022959;;;CUISINE 15CM FORGE MAESTRO EN FRX TB;90.0;6.0;40.0;30.0;20.0;13.258;0.14731111111111111;0.024
10120048;3118220022966;;;CUISINE 20CM FORGE MAESTRO EN FRX TB;72.0;6.0;40.0;30.0;20.0;16.704;0.232;0.024
10120049;3118220022973;;;YATAGAN 22CM FORGE MAESTRO EN FRX TB;72.0;6.0;44.0;28.0;29.0;13.334;0.18519444444444444;0.035728
10120050;3118220022980;;;SANTUKO 18CM FORGE MAESTRO EN FRX TB;72.0;6.0;40.0;30.0;20.0;16.56;0.22999999999999998;0.024
10120051;3118220022997;;;TRANCHELARD 15CM FORGE MAESTRO EN FRX TB;90.0;6.0;40.0;30.0;20.0;12.78;0.142;0.024
10120052;3118220023000;;;TRANCHELARD 20CM FORGE MAESTRO EN FRX TB;72.0;6.0;40.0;30.0;20.0;12.812;0.17794444444444443;0.024
10120053;3118220023017;;;PAIN 20CM FORGE MAESTRO EN FRX TB;72.0;6.0;40.0;30.0;20.0;15.12;0.21;0.024
10120055;3118220023130;;;TRANCHELARD 25CM FORGE MAESTRO EN FRX TB;72.0;6.0;43.5;28.5;29.0;16.393;0.22768055555555555;0.03595275
10120061;3118220027718;;;DESOSSER 15 CM POLYMERE TOP CHEF;90.0;6.0;40.0;30.0;20.0;11.398;0.12664444444444445;0.024
10120062;3118220027725;;;CUISINE 17 CM POLYMERE TOP CHEF;60.0;6.0;40.0;30.0;20.0;9.18;0.153;0.024
10120063;3118220027732;;;CHEF 19 CM POLYMERE TOP CHEF;60.0;6.0;40.0;30.0;20.0;9.66;0.161;0.024
10120064;3118220027749;;;SANTUKO 19 CM POLYMERE TOP CHEF;60.0;6.0;40.0;30.0;20.0;10.299;0.17165;0.024
10120065;3118220027756;;;PAIN POLYMERE TOP CHEF;60.0;6.0;43.5;28.0;29.5;9.95;0.16583333333333333;0.035931
10120066;3118220027763;;;STEAK POLYMERE LAME LISSE TOP CHEF;120.0;6.0;40.0;30.0;20.0;8.682;0.07235;0.024
10120069;3118220027794;;;OFFICE POLYMERE LAME LISSE TOP CHEF;120.0;6.0;40.0;30.0;20.0;8.378;0.06981666666666667;0.024
10120070;3118220027800;;;FILET DE SOLE POLYMERE TOP CHEF;90.0;6.0;40.0;30.0;20.0;9.42;0.10466666666666667;0.024
10120071;3118220027817;;;FILET DE SOLE BOIS STABILISE TOP CHEF;90.0;6.0;40.0;30.0;20.0;8.305;0.09227777777777778;0.024
10120072;3118220027824;;;OFFICE BOIS STABILISE LAME LISSE TOP CHEF;120.0;6.0;40.0;30.0;20.5;6.635;0.05529166666666666;0.0246
10120073;3118220027831;;;OFFICE BOIS STABILISE LAME MICRODENTE TOP CHEF;120.0;6.0;40.0;30.0;20.0;6.674;0.05561666666666667;0.024
10120074;3118220027848;;;STEAK BOIS STABILISE LAME MICRODENTE TOP CHEF;120.0;6.0;40.0;30.0;20.0;6.891;0.057425;0.024
10120075;3118220027855;;;STEAK BOIS STABILISE LAME LISSE TOP CHEF;120.0;6.0;40.0;30.0;20.0;6.795;0.056625;0.024
10120076;3118220027862;;;PAIN BOIS STABILISE TOP CHEF;60.0;6.0;44.0;28.0;30.0;8.317;0.13861666666666667;0.03696
10120077;3118220027879;;;SANTUKO 19 CM BOIS STABILISE TOP CHEF;60.0;6.0;40.0;30.0;20.0;8.732;0.14553333333333332;0.024
10120078;3118220027886;;;CHEF 19 CM BOIS STABILISE TOP CHEF;60.0;6.0;30.0;30.0;20.0;7.97;0.13283333333333333;0.018
10120079;3118220027893;;;CUISINE 17 CM BOIS STABILISE TOP CHEF;60.0;6.0;40.0;30.0;20.0;7.6;0.12666666666666665;0.024
10120080;3118220027909;;;DESOSSER 15 CM BOIS STABILISE TOP CHEF;90.0;6.0;40.0;30.0;20.0;8.732;0.09702222222222222;0.024
10120081;3118220027916;;;EPLUCHEUR ADFLEX LAME LISSE TOP CHEF;300.0;12.0;40.0;30.0;20.0;7.125;0.02375;0.024
10120086;3118220027961;;;EPLUCHEUR OLIVIER LAME LISSE TOP CHEF;300.0;12.0;40.0;30.0;20.0;6.683;0.022276666666666667;0.024
10120087;3118220027978;;;STEAK OLIVIER LAME MICRODENTE TOP CHEF;300.0;12.0;40.0;30.0;20.0;11.624;0.038746666666666665;0.024
10120088;3118220027985;;;OFFICE OLIVIER BEC D'OISEAU TOP CHEF;300.0;12.0;40.0;30.0;20.0;9.078;0.03026;0.024
10120089;3118220027992;;;OFFICE PRO TOP CHEF;300.0;12.0;40.0;30.0;20.0;11.223;0.037410000000000006;0.024
10120090;3118220028005;;;STEAK PRO TOP CHEF;300.0;12.0;40.0;30.0;20.0;12.879;0.042929999999999996;0.024
10120091;3118220028012;13118220028019;23118220028016;FUSIL A AIGUISER MECHE DIAMANT TOP CHEF;36.0;6.0;44.0;23.5;16.5;13.068;0.363;0.017061
10120092;3118220028050;;;6 COUTEAUX STEAK 12 CM FORGE BOIS BACK BOITE VPC;6.0;6.0;46.5;15.0;11.0;2.41;0.40166666666666667;0.007672500000000001
10120093;3118220028067;;;6 COUTEAUX STEAK 12 CM FORGE BOIS OLIVIER EN TUBO;6.0;6.0;36.0;28.0;19.0;2.34;0.38999999999999996;0.019152
10120094;3118220028593;;;SET 3 COUTEAUX (OFFICE CHEF PAIN) MAESTRO IDEAL BOITE RETAIL;10.0;10.0;44.0;28.0;29.0;7.35;0.735;0.035728
10120095;3118220028739;;;COFFRET 3 CTX (OFFICE, SANTUKO, CUISINE 20) MAESTRO;6.0;6.0;40.0;30.0;20.5;4.698;0.783;0.0246
10120096;3118220028746;;;COFFRET 3 CTX OFFICE,TRANCHELARD 15,CUISINE 20 MAESTRO;6.0;6.0;30.0;30.0;20.5;4.242;0.707;0.01845
10120097;3118220028760;;;CHEF 19 CM FORGE EN BERLINGOT TOP CHEF AMAZON;12.0;12.0;46.0;15.0;12.0;3.02;0.25166666666666665;0.008280000000000001
10120098;3118220028777;;;SANTUKO 19 CM FORGE EN BERLINGOT TOP CHEF AMAZON;12.0;12.0;46.0;15.0;12.0;2.69;0.22416666666666665;0.008280000000000001
10120099;3118220028784;;;FOURCHETTE FORGE EN BERLINGOT TOP CHEF AMAZON;72.0;72.0;44.0;31.0;21.0;11.88;0.165;0.028644
10120100;3118220028791;;;CUISINE 17 CM FORGE EN BERLINGOT TOP CHEF AMAZON;72.0;72.0;44.0;29.0;23.5;15.362;0.2133611111111111;0.029986
10120101;3118220028807;;;STEAK 12 CM FORGE EN BERLINGOT TOP CHEF AMAZON;150.0;150.0;40.0;30.0;21.0;12.0;0.08;0.0252
10120102;3118220028814;;;OFFICE 9 CM FORGE EN BERLINGOT TOP CHEF AMAZON;150.0;150.0;40.0;30.0;20.0;11.926;0.07950666666666667;0.024
10120103;3118220028838;;;OFFICE 10CM FORGE MAESTRO EN BOITE TOP CHEF;6.0;6.0;31.0;28.5;13.5;1.158;0.19299999999999998;0.011927249999999999
10120104;3118220028845;;;STEAK 13 CM FORGE MAESTRO EN BOITE TOP CHEF;6.0;6.0;30.5;28.5;11.0;1.182;0.19699999999999998;0.009561749999999999
10120105;3118220028852;;;DESOSSER 15 CM FORGE MAESTRO EN BOITE TOP CHEF;6.0;6.0;38.5;20.0;12.0;1.98;0.33;0.00924
10120106;3118220028869;;;FILET DE SOLE 16 CM FORGE MAESTRO EN BOITE TOP CHEF;6.0;6.0;38.5;20.0;12.0;1.858;0.3096666666666667;0.00924
10120107;3118220028876;;;CUISINE 15 CM FORGE MAESTRO EN BOITE TOP CHEF;6.0;6.0;38.5;20.0;12.0;1.993;0.33216666666666667;0.00924
10120108;3118220028883;;;CUISINE 20 CM FORGE MAESTRO EN BOITE TOP CHEF;6.0;6.0;38.5;20.0;12.0;2.44;0.4066666666666667;0.00924
10120109;3118220028890;;;CUISINE 25 CM FORGE MAESTRO IDEAL EN BERLINGOT TOP CHEF;72.0;72.0;44.0;29.0;29.0;19.287;0.267875;0.037003999999999995
10120110;3118220028906;;;CUISINE 30 CM FORGE MAESTRO IDEAL EN BERLINGOT TOP CHEF;12.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0
10120111;3118220028913;;;CUISINE 35 CM FORGE MAESTRO IDEAL EN BERLINGOT TOP CHEF;12.0;12.0;56.0;19.0;10.5;6.95;0.5791666666666667;0.011172000000000001
10120112;3118220028920;;;YATAGAN 22 CM FORGE MAESTRO EN BOITE TOP CHEF;6.0;6.0;38.5;20.0;12.0;2.119;0.3531666666666667;0.00924
10120113;3118220028937;;;SANTUKO 18 CM FORGE MAESTRO EN BOITE TOP CHEF;6.0;6.0;38.5;20.0;12.0;2.436;0.40599999999999997;0.00924
10120114;3118220029002;;;BLOC BOIS CARRE PIED METAL 5 COUTEAUX MAESTRO IDEAL + FUSIL;6.0;6.0;34.5;24.5;39.0;14.076;2.346;0.032964749999999994
10120118;3118220030060;;;OFFICE BEC D'OISEAU FORGE MAESTRO IDEAL BERLINGOT TOP CHEF;150.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0
10120119;3118220030961;;;COFFRET 3 CTX OFFICE,TRANCH 15,CUISI 20 MAESTRO ID TOP CHEF;6.0;6.0;40.0;30.0;20.0;4.188;0.698;0.024
10120120;3118220030978;;;COFFRET 3 CTX OFFICE,SANTUKO,CUISI 20 MAESTRO IDEAL TOP CHEF;6.0;6.0;40.0;30.0;20.0;4.578;0.763;0.024
10120121;3118220031029;;;TRANCHELARD 15CM FORGE MAESTRO EN BOITE TOP CHEF;6.0;6.0;38.5;20.0;12.0;2.107;0.3511666666666667;0.00924
10120122;3118220031036;;;CUISINE 25CM FORGE MAESTRO EN BOITE RETAIL;6.0;6.0;47.0;28.5;13.5;2.844;0.474;0.01808325
10120123;3118220031043;;;TRANCHELARD 25CM FORGE MAESTRO EN BOITE RETAIL;6.0;6.0;47.0;28.5;13.5;2.874;0.47900000000000004;0.01808325
10120124;3118220031050;;;TRANCHELARD 30CM FORGE MAESTRO EN BOITE RETAIL;6.0;6.0;47.0;28.5;13.5;2.978;0.49633333333333335;0.01808325
10120125;3118220031067;;;JAMBON 30CM FORGE MAESTRO EN BOITE RETAIL;6.0;6.0;47.0;28.5;13.5;2.747;0.4578333333333333;0.01808325
10120132;3118220032231;;;FOURCHETTE A DECOUPER FORGE VRAC BOIS NOYER TB PROFESSIONNEL;144.0;12.0;35.5;25.0;35.5;20.44;0.14194444444444446;0.03150625
10120133;3118220035294;;;OFFICE 9CM FORGE GEORGES MANCHE POM EN BOITE ACCESS;6.0;6.0;38.0;18.5;10.5;0.66;0.11;0.0073815
10120134;3118220035300;;;OFFICE 9CM FORGE GEORGES MANCHE BOIS EN BOITE ACCESS;6.0;6.0;43.0;16.5;11.0;0.594;0.09899999999999999;0.0078045
10120135;3118220035317;;;STEAK 13CM FORGE GEORGES MANCHE POM EN BOITE ACCESS;6.0;6.0;38.0;19.0;10.5;0.881;0.14683333333333334;0.007581
10120136;3118220035324;;;STEAK 13CM FORGE GEORGES MANCHE BOIS EN BOITE ACCESS;6.0;6.0;43.0;16.5;11.0;0.786;0.131;0.0078045
10120137;3118220035331;;;DESOSSER 15CM FORGE GEORGES MANCHE POM EN BOITE ACCESS;6.0;6.0;38.0;19.0;10.5;1.153;0.19216666666666668;0.007581
10120139;3118220035355;;;CUISINE 17CM FORGE GEORGES MANCHE POM EN BOITE ACCESS;6.0;6.0;45.0;30.5;15.0;1.464;0.244;0.020587499999999998
10120140;3118220035362;;;CUISINE 17CM FORGE GEORGES MANCHE BOIS EN BOITE ACCESS;6.0;6.0;45.0;30.0;15.0;1.284;0.214;0.020250000000000004
10120141;3118220035379;;;SANTUKO FORGE GEORGES MANCHE POM EN BOITE ACCESS;6.0;6.0;45.0;31.0;15.0;1.506;0.251;0.020925000000000003
10120142;3118220035386;;;SANTUKO FORGE GEORGES MANCHE BOIS EN BOITE ACCESS;6.0;6.0;45.0;30.5;15.0;1.663;0.2771666666666667;0.020587499999999998
10120143;3118220035393;;;PAIN 20CM FORGE GEORGES MANCHE POM EN BOITE ACCESS;6.0;6.0;45.0;30.5;15.0;1.464;0.244;0.020587499999999998
10120144;3118220035409;;;PAIN 20CM FORGE GEORGES MANCHE BOIS EN BOITE ACCESS;6.0;6.0;45.0;30.0;15.0;1.366;0.22766666666666668;0.020250000000000004
10120157;3118220036185;;;BOUCHER 21CM FORGE GEORGES MANCHE BOIS EN BOITE ACCESS;6.0;6.0;45.0;30.0;15.0;1.706;0.2843333333333333;0.020250000000000004
10120158;3118220037595;;;BLOC 5 COUTEAUX FORGES GEORGES MANCHE POM;4.0;4.0;39.0;29.5;40.0;9.984;2.496;0.046020000000000005
10120159;3118220037601;;;BLOC 5 COUTEAUX FORGES GEORGES MANCHE BOIS;4.0;4.0;39.0;29.5;40.0;11.14;2.785;0.046020000000000005
10120160;3118220037625;;;COFFRET 3 COUTEAUX FORGES GEORGES MANCHE POM;6.0;6.0;4.0;30.0;20.0;4.584;0.7639999999999999;0.0024
10120161;3118220037632;;;COFFRET 3 COUTEAUX FORGES GEORGES MANCHE BOIS;6.0;6.0;40.0;30.0;20.0;4.416;0.7360000000000001;0.024
10120162;1202112202115;;;OFFICE 10CM FORGE MAESTRO FABINI SS PAPIER KRAFT;6.0;6.0;0.0;0.0;0.0;5.694;0.949;0.0
10120163;1202112202122;;;DESOSSER 15CM FORGE MAESTRO FABINI SS PAPIER KRAFT;6.0;6.0;0.0;0.0;0.0;12.684;2.114;0.0
10120164;1202112202139;;;FILET DE SOLE 16CM FORGE MAESTRO FABINI SS PAPIER KRAF;6.0;6.0;0.0;0.0;0.0;2.52;0.42;0.0
10120165;1202112202146;;;CUISINE 15CM FORGE MAESTRO FABINI SS PAPIER KRAFT;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
10120166;1202112202153;;;CUISINE 20CM FORGE MAESTRO FABINI SS PAPIER KRAFT;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
10120167;1202112202160;;;SANTUKO 18 CM FORGE MAESTRO FABINI SS PAPIER KRAFT;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
10120168;1202112202177;;;PAIN 20 CM FORGE MAESTRO FABINI SS PAPIER KRAFT;6.0;6.0;0.0;0.0;0.0;12.012;2.0020000000000002;0.0
10120183;3118220040793;;;SET 3 COUTEAUX (OFFICE SANTOKU PAIN) MAESTRO EN BOITE;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
10120184;3118220040809;;;SET 2 COUTEAUX (OFFICE SANTOKU) MAESTRO EN BOITE;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
10120186;3118220041479;;;OFFICE 9CM FORGE TB PROFESSIONNEL CARTONNETTE TB P;150.0;6.0;40.0;30.0;20.0;10.875;0.0725;0.024
10120187;3118220041486;;;STEAK 12CM FORGE TB PROFESSIONNEL CARTONNETTE TB P;150.0;6.0;40.0;30.0;20.0;11.7;0.078;0.024
10120188;3118220041493;;;DESOSSER 15CM FORGE TB PROFESSIONNEL CARTONNETTE TB P;90.0;6.0;40.0;30.0;20.0;12.15;0.135;0.024
10120189;3118220041509;;;CUISINE 17CM FORGE TB PROFESSIONNEL CARTONNETTE TB P;72.0;6.0;40.0;30.0;20.0;14.064;0.19533333333333333;0.024
10120190;3118220041516;;;SANTUKO 19CM FORGE TB PROFESSIONNEL CARTONNETTE TB P;72.0;6.0;40.0;30.0;20.0;16.92;0.23500000000000001;0.024
10120191;3118220041523;;;CHEF 19CM FORGE TB PROFESSIONNEL CARTONNETTE TB P;72.0;6.0;40.0;30.0;20.0;18.648;0.259;0.024
10120192;3118220041530;;;PAIN 20CM FORGE TB PROFESSIONNEL CARTONNETTE TB P;72.0;6.0;40.0;30.0;20.0;10.68;0.14833333333333332;0.024
10120193;3118220043282;;;OFFICE 9CM FORGE TOP CHEF SS CARTONNETTE TB C;150.0;3.0;40.0;30.0;20.0;11.289;0.07526;0.024
10120194;3118220043299;;;STEAK 12CM FORGE TOP CHEF SS CARTONNETTE TB C;150.0;3.0;45.0;33.0;20.0;12.256;0.08170666666666666;0.029699999999999997
10120195;3118220043305;;;DESOSSER 15CM FORGE TOP CHEF SS CARTONNETTE TB C;90.0;3.0;40.0;30.0;20.0;11.46;0.12733333333333335;0.024
10120196;3118220043312;;;CUISINE 17CM FORGE TOP CHEF SS CARTONNETTE TB C;60.0;3.0;40.0;30.0;20.0;12.36;0.206;0.024
10120197;3118220043329;;;SANTUKO 19CM FORGE TOP CHEF SS CARTONNETTE TB C;60.0;3.0;40.0;30.0;20.0;12.926;0.21543333333333334;0.024
10120198;3118220044128;;;BLOC 5 COUTEAUX FORGES GEORGES MANCHE BOIS V2;4.0;4.0;39.0;30.0;40.0;10.169;2.54225;0.04680000000000001
10140004;3118220015319;;;OFFICE MANGO COULEUR PANACHE FOURREAU T1 COUT DU CHEF;150.0;6.0;40.0;30.0;20.0;7.95;0.053;0.024
10140005;3118220015326;;;STEAK MANGO COULEUR PANACHE FOURREAU T1 COUT DU CHEF;120.0;6.0;40.0;20.0;30.0;6.66;0.0555;0.024
10170002;3118220023994;;;6 STEAKS LAGUIOLE DUO PANACHE EN TUBO;12.0;12.0;31.0;29.5;14.0;3.24;0.27;0.012802999999999998
10190002;3118220012806;;;OFFICE INEDIT USA+SLEEVE+GENCOD;240.0;12.0;23.5;22.0;22.0;4.8;0.02;0.011374
10190003;3118220012820;;;BEURRE INEDIT USA+GENCOD;240.0;12.0;25.0;20.5;22.0;5.52;0.023;0.011275
10210001;3118220002098;;;PAIN LASURE BOIS COUL PANACHE FX COUTEAU DU CHEF SUISSE;96.0;6.0;43.5;27.5;28.5;16.32;0.17;0.034093125
10210002;3118220002104;;;CUISINE17 LASURE BOIS COUL PANACHE FX COUTEAU DU CHEF SUISSE;96.0;6.0;43.8;27.5;28.5;15.8;0.16458333333333333;0.03432825
10210003;3118220002111;;;CUISINE19 LASURE BOIS COUL PANACHE FX COUTEAU DU CHEF SUISSE;96.0;6.0;43.8;27.5;28.5;13.44;0.13999999999999999;0.03432825
10210011;3118220010154;;;CUISINE 17 LAG LASURE MANCHE BOIS GRIS BOITE CADEAU;36.0;36.0;44.0;28.0;14.0;5.61;0.15583333333333335;0.017248
10210012;3118220010161;;;CUISINE 17 LAG LASURE MANCHE BOIS BLANCHI BOITE CADEAU;36.0;36.0;0.0;0.0;0.0;5.04;0.14;0.0
10210014;3118220010185;;;PAIN LAG LASURE MANCHE BOIS GRIS BOITE CADEAU;36.0;36.0;44.0;28.0;14.0;2.88;0.08;0.017248
10210016;3118220010208;;;CUISINE 19 LAG LASURE MANCHE BOIS NATUREL BOITE CADEAU;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
10210017;3118220010215;;;CUISINE 19 LAG LASURE MANCHE BOIS GRIS BOITE CADEAU;36.0;36.0;44.0;28.0;14.0;5.61;0.15583333333333335;0.017248
10210018;3118220010222;;;CUISINE 19 LAG LASURE MANCHE BOIS BLANCHI BOITE CADEAU;36.0;36.0;44.0;28.0;14.0;5.42;0.15055555555555555;0.017248
10210019;3118220010284;;;CUISINE 19 LAG LASURE MANCHE BOIS GRIS EN BERLINGOT;36.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0
10210023;3118220017696;;;CUISINE 17 LAG LASURE MANCHE BOIS GRIS EN BERLINGOT;75.0;75.0;46.5;14.8;11.0;1.6;0.021333333333333336;0.0075702
10210024;3118220017702;;;CUISINE 17 LAG LASURE MANCHE BOIS BLANCHI EN BERLINGOT;75.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0
10210025;3118220017719;;;CUISINE 17 LAG LASURE MANCHE BOIS NATUREL EN BERLINGOT;75.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0
10210027;3118220017733;;;CUISINE 19 LAG LASURE MANCHE BOIS BLANCHI EN BERLINGOT;36.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0
10210028;3118220017740;;;CUISINE 19 LAG LASURE MANCHE BOIS NATUREL EN BERLINGOT;36.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0
10210029;3118220017757;;;PAIN LAG LASURE MANCHE BOIS GRIS EN BERLINGOT;75.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0
10210030;3118220017764;;;PAIN LAG LASURE MANCHE BOIS BLANCHI EN BERLINGOT;75.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0
10210031;3118220017771;;;PAIN LAG LASURE MANCHE BOIS NATUREL EN BERLINGOT;75.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0
10270005;3118220016231;;;COUTEAU T BONE BEEF 14 CM BACKELISE FX COUTEAU DU CHEF;60.0;6.0;40.0;30.0;20.0;9.6;0.16;0.024
10270007;3118220023789;;;BOITE 12 STEAKS 12CM TRADITION SANS PASTILLE LAME DENTE;9.0;9.0;40.0;30.0;20.0;7.56;0.84;0.024
10280001;3118220001022;;;SET EQUILIBRE 3 PCES N°1 OFFICE SANTUKO YANAGIBA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
10280003;3118220036338;;;SET EQUILIBRE 3 PCES N°2 OFFICE UNIVERSEL SANTUKO;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
10280004;3118220036345;;;SET EQUILIBRE 2 PCES DEBA UNIVERSEL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
10290001;3118220016712;;;COFFRET 2 COUTEAUX SANTUKO LAME INOX MANCHE BOIS BLANC;24.0;6.0;48.0;34.0;21.5;6.0;0.25;0.035088
10300001;3118220001329;;;BLOC MAGNETIQUE 5 COUTEAUX EXPRESSION POM;2.0;2.0;60.0;40.0;30.0;0.26;0.13;0.072
10300002;3118220005563;13118220005560;23118220005567;BOITE DE 12 EMINCEUR EXPRESSION LAG EVOLUTION;9.0;9.0;40.0;32.0;21.5;13.348;1.4831111111111113;0.027520000000000003
10300006;3118220011755;;;OFFICE EXPRESSION METAL SATINE BERLINGOT;96.0;12.0;33.5;31.0;23.0;12.455;0.12973958333333332;0.0238855
10300007;3118220011762;;;COTE A L'OS EXPRESSION METAL SATINE BERLINGOT;96.0;12.0;43.0;28.0;29.0;12.864;0.134;0.034915999999999996
10300008;3118220011779;;;STEAK EXPRESSION METAL SATINE BERLINGOT;96.0;12.0;33.5;31.0;23.0;9.792;0.102;0.0238855
10300014;3118220013933;;;JAMBON EXPRESSION METAL SATINE SOUS BERLINGOT;48.0;48.0;0.0;0.0;0.0;7.0;0.14583333333333334;0.0
10300015;3118220013940;;;SANTUKO EXPRESSION METAL SATINE SOUS BERLINGOT;48.0;48.0;44.0;30.0;17.0;14.208;0.296;0.02244
10300016;3118220013957;;;TRANCHER 22 EXPRESSION METAL SATINE SOUS BERLINGOT;48.0;48.0;44.0;30.0;17.0;13.884;0.28925;0.02244
10300017;3118220013964;;;CUISINE 16 EXPRESSION METAL SATINE SOUS BERLINGOT;48.0;48.0;44.0;30.0;17.0;13.454;0.28029166666666666;0.02244
10300018;3118220013971;;;PAIN EXPRESSION METAL SATINE SOUS BERLINGOT;48.0;48.0;44.0;30.0;17.0;13.392;0.27899999999999997;0.02244
10300021;3118220019652;;;COFFRET AIMANTE 4 STEAKS EXPRESSION METAL LAME TITANE;24.0;6.0;34.0;30.5;30.0;17.003;0.7084583333333333;0.031110000000000006
10300022;3118220020894;;;BOITE DE 12 COTE DE BOEUF EXPRESSION BOIS NOIR LAG EVOLUTION;9.0;9.0;40.0;32.0;21.5;12.582;1.3980000000000001;0.027520000000000003
10300026;3118220025264;;;BLOC BOIS MAGNETIQUE 5 COUTEAUX EXPRESSION MANCHE OLIVIER;4.0;4.0;42.0;40.5;51.5;11.92;2.98;0.0876015
10300027;3118220025615;13118220025612;23118220025619;COFFRET BOIS 4 COUTEAUX STEAK EXPRESSION MANCHE OLIVIER;6.0;6.0;29.0;17.0;18.5;5.178;0.863;0.009120499999999998
10300028;3118220026070;13118220026077;23118220026074;BOITE 12 STEAK EXPRESSION POM MICRODENTE LAG EVOLUTION;9.0;9.0;28.0;28.0;17.5;11.97;1.33;0.013720000000000001
10300029;3118220026087;;;BOITE 12 STEAK EXPRESSION OLIVIER MICRODENTE LAG EVOLUTION;9.0;9.0;29.0;29.0;17.0;11.073;1.2303333333333333;0.014297000000000002
10300032;3118220034853;;;OFFICE 9CM LAG EXPRESSION POM LAME NOIRE 315860;144.0;144.0;0.0;0.0;0.0;0.0;0.0;0.0
10300033;3118220034860;;;JAMBON 22CM LAG EXPRESSION POM LAME NOIRE 315870;60.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0
10300034;3118220034877;;;CUISINE 16CM LAG EXPRESSION POM LAME NOIRE 315880;72.0;72.0;0.0;0.0;0.0;0.0;0.0;0.0
10300042;3118220046047;13118220046044;23118220046041;OFFICE 9CM LAG EXPRESSION BOIS NOIR LAME DAMAS EN BOITE;48.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
10300043;3118220046054;13118220046051;23118220046058;STEAK 11CM LAG EXPRESSION BOIS NOIR LAME DAMAS EN BOITE;48.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
10300044;3118220046061;13118220046068;23118220046065;UNIVERSEL 13CM LAG EXPRESSION BOIS NOIR LAME DAMAS EN BOITE;48.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
10300045;3118220046078;13118220046075;23118220046072;CUISINE 15CM LAG EXPRESSION BOIS NOIR LAME DAMAS EN BOITE;36.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
10300046;3118220046085;13118220046082;23118220046089;CHEF 22CM LAG EXPRESSION BOIS NOIR LAME DAMAS EN BOITE;36.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
